0,189,ALUMINIO,0.5,30,-10,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
1,187,ALUMINIO,0.5,30,-7,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
2,201,ALUMINIO,0.5,30,-4,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
3,199,ALUMINIO,0.5,30,-1,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
4,201,ALUMINIO,0.5,30,2,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
5,197,ALUMINIO,0.5,30,5,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
6,199,ALUMINIO,0.5,30,8,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
7,199,ALUMINIO,0.5,30,11,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
8,197,ALUMINIO,0.5,30,14,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
9,197,ALUMINIO,0.5,55,-10,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
10,199,ALUMINIO,0.5,55,-7,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
11,197,ALUMINIO,0.5,55,-4,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
12,199,ALUMINIO,0.5,55,-1,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
13,197,ALUMINIO,0.5,55,2,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
14,197,ALUMINIO,0.5,55,5,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
15,191,ALUMINIO,0.5,55,8,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
16,195,ALUMINIO,0.5,55,11,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
17,199,ALUMINIO,0.5,55,14,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
18,199,ALUMINIO,0.5,80,-10,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
19,202,ALUMINIO,0.5,80,-7,5,(0.0, 0.0),(4.00019089283887e-05, 0.0),(8.00035122665577e-05, 0.0),(0.000120005111966748, 0.0),(0.000160006718942896, 0.0),(0.000200008318643086, 0.0),(0.000240000576013699, 0.0),(0.000280002190265805, 0.0),(0.000320003775414079, 0.0),(0.000360005389666185, 0.0),(0.00040000697481446, 0.0),(0.000440008589066565, 0.0),(0.000480000831885263, 0.0),(0.000520002446137369, 0.0),(0.000560004031285644, 0.0),(0.000600005674641579, 0.0),(0.000640007259789854, 0.0),(0.000680008844938129, 0.0),(0.000720001116860658, 0.0),(0.000760002702008933, 0.0),(0.0007999999797903, 0.0)
